7.1887,0.83636,1
3.2405,5.2474,1
6.3029,0.32817,1
8.9667,0.17865,1
-3.8832,6.4698,1
0.69502,1.2419,1
6.8388,2.3337,1
2.8552,5.7923,1
1.1745,1.2305,1
5.1192,6.0812,1
4.4998,1.5016,1
10.084,4.2651,1
2.8551,-1.7981,1
5.3576,1.9572,1
-0.46359,4.1119,1
2.18,0.18342,1
1.2345,-1.0198,1
7.5534,2.4577,1
4.302,2.3741,1
2.7064,-2.1743,1
1.2751,-1.6061,1
5.7984,4.9141,1
-0.7139,3.5335,1
6.9326,2.1863,1
4.636,3.2601,1
3.853,4.0127,1
0.40957,3.0695,1
-2.1856,5.1245,1
4.7058,3.2709,1
-1.6436,-3.4896,1
3.9199,0.97346,1
3.8366,3.5244,1
4.0665,0.37015,1
4.1178,-0.8915,1
2.2414,5.6693,1
3.5793,4.2114,1
3.3566,0.64509,1
6.0756,-0.84307,1
2.6439,6.7371,1
0.95146,3.7459,1
0.6087,1.4615,1
0.37198,-1.4389,1
6.6776,4.4244,1
2.1354,6.4183,1
2.7675,0.62737,1
2.2079,2.6226,1
2.6746,3.8201,1
1.8706,-4.2636,1
6.4717,3.2637,1
2.8585,2.4542,1
6.3847,1.0521,1
2.6481,7.1046,1
3.2972,3.3104,1
5.7412,6.4804,1
8.3395,6.7916,1
6.5849,2.0318,1
7.6839,-1.5873,1
3.7957,4.7966,1
2.1785,2.2925,1
4.6929,2.0665,1
1.014,7.3692,1
6.5549,3.6424,1
0.39706,0.54643,1
4.8439,7.3699,1
3.527,3.0405,1
4.0187,2.4968,1
8.3022,0.84031,1
5.7244,3.8935,1
4.1647,-5.0752,1
6.7663,1.4977,1
4.7129,3.1316,1
4.6172,0.48565,1
5.3417,-1.9498,1
2.81,3.7164,1
4.3786,-1.0759,1
1.9627,1.07,1
-1.2324,2.3963,1
1.7769,0.35882,1
2.2084,4.4716,1
6.3787,0.099248,1
2.9692,5.3498,1
6.6432,0.51893,1
6.1088,1.2435,1
2.7609,-0.25987,1
1.5631,0.072045,1
2.938,4.2726,1
0.79536,-1.5003,1
7.2287,6.5118,1
5.2956,-1.2079,1
3.9005,0.011351,1
9.2874,4.2752,1
4.6235,4.8504,1
6.9915,6.4091,1
2.6516,3.0831,1
2.8751,1.2109,1
2.2547,-1.5516,1
-0.3836,2.1502,1
2.5455,3.7845,1
2.0853,3.0016,1
3.4486,7.0144,1
12.2,-2.3854,0
-4.4295,-6.1569,0
10.947,-2.9525,0
3.7793,-6.5688,0
-4.6443,3.8895,0
10.826,6.0236,0
-3.91,8.2396,0
8.4575,8.267,0
-0.45251,6.946,0
-1.2375,-6.827,0
-3.044,5.7497,0
5.2512,-5.8441,0
11.482,7.0179,0
12.509,-1.6704,0
6.3444,9.6894,0
11.885,-0.23375,0
-5.7498,0.73155,0
-4.9068,0.60081,0
9.8867,-6.7571,0
11.573,3.057,0
2.489,11.893,0
-0.24913,-6.4202,0
12.725,-1.4457,0
12.139,-0.15839,0
-0.6479,-3.4068,0
5.2006,-10.616,0
0.88126,9.5204,0
-2.5171,5.5796,0
-4.7672,-0.93257,0
11.854,-2.4912,0
6.6794,9.9381,0
-2.0367,-4.5681,0
2.1008,-7.1304,0
11.988,3.4423,0
-2.6656,-3.2537,0
-2.2537,-4.0759,0
7.6791,9.0887,0
-6.0427,1.842,0
3.8802,8.1879,0
12.676,5.304,0
-4.9528,-4.8014,0
7.9783,-6.3878,0
1.319,10.134,0
4.9589,9.7417,0
10.036,3.0554,0
11.414,6.6674,0
4.1504,-7.0239,0
2.7076,-7.1879,0
-2.9959,4.2474,0
10.585,7.2252,0
-3.7755,6.6309,0
-3.9105,1.3485,0
-4.7632,1.3741,0
0.2437,8.605,0
8.741,9.4777,0
13.053,-1.8764,0
-4.5323,-0.78556,0
3.3816,-8.2453,0
-4.3613,0.48458,0
10.571,-5.6764,0
-2.7422,-3.4318,0
-4.3003,-3.832,0
12.592,0.44415,0
6.6403,9.5551,0
-5.8164,1.975,0
12.603,3.7498,0
-2.6028,6.4147,0
-0.17123,9.1183,0
-1.4903,-6.4552,0
-2.8365,7.3513,0
0.76145,-6.7958,0
0.62844,8.3297,0
11.714,7.2828,0
10.287,-4.8639,0
12.546,-2.5414,0
7.645,-5.061,0
12.324,-2.6867,0
14.412,-0.15129,0
1.0289,9.1069,0
9.1715,-6.264,0
-3.417,-5.4546,0
-6.3023,1.109,0
10.644,-5.2518,0
7.4531,-8.6488,0
7.0665,-7.4033,0
10.781,4.5805,0
-1.8792,-5.3958,0
11.749,6.1072,0
8.231,9.092,0
1.8646,9.7292,0
-4.2501,-2.5063,0
4.3113,10.568,0
7.6336,-7.1072,0
10.227,3.9255,0
11.304,-3.9802,0
3.0447,-7.3821,0
6.9979,10.22,0
-0.16424,-6.3799,0
-3.0282,-0.61758,0
9.0499,7.6792,0
