10.58,-0.055609,1
10.813,0.77631,1
8.7405,1.2628,1
11.184,4.3728,1
12.272,-2.3924,1
10.826,2.5778,1
8.0921,1.5889,1
8.5706,2.9389,1
9.3919,0.95108,1
12.259,2.4602,1
8.8236,1.8256,1
10.11,1.2295,1
9.6743,1.1353,1
9.5781,-0.42587,1
9.5726,1.0191,1
10.655,0.37921,1
12.055,0.783,1
9.7671,2.6336,1
9.0856,3.1504,1
10.334,1.7856,1
10.172,0.28663,1
9.0991,2.8663,1
10.835,1.0185,1
12.065,-0.14868,1
9.5845,3.0878,1
8.8537,2.5883,1
6.7889,2.3556,1
10.979,2.3709,1
9.3498,2.0718,1
11.959,1.3413,1
10.246,1.197,1
10.49,0.18755,1
10.021,0.94867,1
7.7295,0.51236,1
11.334,1.5355,1
10.088,1.524,1
9.1049,1.6525,1
10.673,0.54398,1
7.6055,1.6721,1
8.6671,1.0219,1
7.5299,1.4893,1
12.996,1.9552,1
9.1838,1.7435,1
9.7558,1.4859,1
8.7393,-2.0061,1
10.702,2.8106,1
11.853,1.6198,1
10.016,0.46618,1
8.7839,0.84635,1
11.546,2.7047,1
12.281,1.2344,1
10.566,0.45388,1
7.5053,1.9594,1
9.0407,2.6787,1
11.803,1.1966,1
10.795,0.814,1
9.1445,4.2343,1
9.9985,-2.1008,1
10.759,1.1106,1
10.112,-0.91502,1
11.7,-1.5277,1
10.251,-1.0044,1
6.3544,3.4446,1
9.2388,-0.95844,1
7.1344,1.5328,1
9.2056,0.70098,1
11.375,0.096905,1
9.7054,2.8268,1
10.143,1.7704,1
10.886,1.4002,1
10.219,1.8724,1
11.723,3.3385,1
8.1117,2.5534,1
11.841,0.30916,1
7.7108,0.11271,1
7.5699,1.1864,1
10.63,1.6694,1
9.9118,0.22862,1
12.684,1.4881,1
11.179,0.80324,1
8.6893,0.64273,1
10.912,2.5224,1
8.6143,3.5289,1
7.2347,2.3145,1
10.59,1.701,1
7.6928,1.1864,1
11.858,1.8071,1
8.3548,-0.70705,1
9.4334,2.8876,1
8.5878,0.75196,1
11.731,0.77488,1
9.4952,2.0252,1
10.281,-2.0632,1
11.159,-0.16705,1
9.3748,0.64636,1
12.499,-0.89125,1
10.842,3.6699,1
9.4325,1.0923,1
8.3949,2.1315,1
10.132,0.32683,1
-0.30827,4.4129,0
0.97372,1.6922,0
-1.4256,3.1189,0
2.8698,5.0036,0
0.78567,8.2131,0
0.31744,1.7693,0
0.28883,2.9366,0
2.1354,2.0595,0
-1.2811,4.0368,0
-2.0364,3.7506,0
-1.8641,4.6575,0
-1.5337,4.582,0
1.5163,4.6459,0
-2.1012,3.0097,0
0.062271,3.8792,0
-1.4957,2.6669,0
-0.29987,1.2725,0
-0.95824,2.0475,0
-0.96983,5.2567,0
-1.0408,4.8265,0
-0.22664,5.8423,0
-2.9679,3.2756,0
0.17961,3.1987,0
-1.3081,2.9216,0
1.4618,5.4015,0
2.2368,3.0449,0
-1.3449,3.6936,0
1.233,4.2872,0
1.405,3.4834,0
-1.5797,6.0817,0
0.54218,5.287,0
-1.1967,3.6165,0
2.4332,4.8057,0
-0.054967,5.2743,0
-0.054497,4.2046,0
-0.11511,2.6539,0
2.6497,5.8715,0
-1.5862,5.3185,0
-1.7596,3.0388,0
-0.41092,1.5996,0
0.94799,2.4058,0
-1.4056,4.8478,0
-0.92029,5.6122,0
-0.66441,2.778,0
-0.16074,3.9103,0
1.1839,3.2574,0
-0.58483,3.505,0
1.8582,2.0083,0
-0.38352,3.9534,0
1.9558,3.1635,0
-2.4321,3.8593,0
-0.21911,5.281,0
1.8097,4.1428,0
1.4934,4.5151,0
1.5839,6.1023,0
0.38067,2.6051,0
2.5852,2.5977,0
0.51959,5.3427,0
-2.3624,1.7447,0
-0.69377,5.9154,0
-2.117,3.0247,0
0.46167,2.9231,0
0.45744,3.8432,0
0.1786,3.1314,0
-2.3405,3.5602,0
-0.57473,0.90082,0
-1.764,3.9787,0
-0.80417,5.1289,0
0.0067066,5.6804,0
0.48122,4.4632,0
1.1292,1.7418,0
0.92853,3.1611,0
-0.72027,1.2454,0
0.55247,5.6319,0
1.925,3.692,0
-0.022987,5.2264,0
1.994,3.5977,0
-0.66789,4.8928,0
1.9749,2.596,0
-0.58173,2.8372,0
0.2852,4.6525,0
-1.1934,2.2911,0
-1.2061,3.7232,0
-1.2001,3.7228,0
-2.3106,5.4166,0
-1.9698,3.9644,0
-0.073569,1.573,0
-0.086137,2.8146,0
1.0775,3.6242,0
0.43279,5.2112,0
-0.34612,3.968,0
-0.21646,5.4346,0
-0.97089,3.4623,0
-1.4686,2.6899,0
-0.70572,4.1527,0
-1.2733,2.5257,0
-0.18682,3.428,0
-0.89056,6.2016,0
-0.17094,5.837,0
-2.1276,6.8072,0
